paintingId,artistId,galleryId,imageFileName,title,shapeId,museumLink,accessionNumber,copyrightText,description,excerpt,yearOfWork,width,height,medium,cost,MSRP,googleLink,googleDescription,wikiLink,jsonAnnotations
558,94,81,94070,Madonna and Child with a Choir of Cherubs,1,http://pinacotecabrera.org/en/collezione-online/opere/madonna-and-child-with-a-choir-of-cherubs/,297,Public domain,"The panel, attributed to Giovanni Bellini until 1885, when Luigi Cavenaghi's restoration made it possible to recognize the hand of Mantegna, is probably the one that the artist gave to his friend the abbe Matteo Bosso. It came to Brera in 1808 from the Venetian church of Santa Maria Maggiore following the Napoleonic abolitions.","The panel, attributed to Giovanni Bellini until 1885, when Luigi Cavenaghi's restoration made it possible to recognize the hand of Mantegna, is probably the one that the artist gave to his friend the abbe Matteo Bosso. It came to Brera in 1808 from the Venetian church of Santa Maria Maggiore following the Napoleonic abolitions.",1490,70,88,Tempera on panel,1000,1300,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":2},""dominantColors"":[{""color"":{""red"":19,""green"":16,""blue"":22},""web"":""#131016"",""name"":""Blackcurrant""},{""color"":{""red"":79,""green"":41,""blue"":32},""web"":""#4F2920"",""name"":""Caput Mortuum""},{""color"":{""red"":93,""green"":120,""blue"":146},""web"":""#5D7892"",""name"":""Kashmir Blue""},{""color"":{""red"":226,""green"":187,""blue"":170},""web"":""#E2BBAA"",""name"":""Just Right""},{""color"":{""red"":157,""green"":40,""blue"":33},""web"":""#9D2821"",""name"":""Brown""},{""color"":{""red"":87,""green"":82,""blue"":86},""web"":""#575256"",""name"":""Purple Taupe""}]}"
559,99,81,99150,The Marriage of the Virgin,1,http://pinacotecabrera.org/en/collezione-online/opere/the-marriage-of-the-virgin/,336,Public domain,"The painting, dating from 1504, was moved from the Church of San Francesco in Citti· di Castello to the Pinacoteca in 1805. Raphael painted the Marriage of the Virgin having in mind the altarpiece with the same subject by Perugino, which is conserved at the Musee des Beaux-Arts in Caen. Raphael took inspiration from it, using its composition structure and iconography to obtain a result of incredible and unachievable perfection.","The painting, dating from 1504, was moved from the Church of San Francesco in Citti· di Castello to the Pinacoteca in 1805. Raphael painted the Marriage of the Virgin having in mind the altarpiece with the same subject by Perugino, which is conserved at the Musee des Beaux-Arts in Caen.",1504,118,171,Oil on canvas,1200,1500,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":177,""green"":153,""blue"":119},""web"":""#B19977"",""name"":""Bronco""},{""color"":{""red"":155,""green"":160,""blue"":181},""web"":""#9BA0B5"",""name"":""Mischka""},{""color"":{""red"":138,""green"":114,""blue"":81},""web"":""#8A7251"",""name"":""Shadow""},{""color"":{""red"":209,""green"":186,""blue"":157},""web"":""#D1BA9D"",""name"":""Vanilla""},{""color"":{""red"":112,""green"":74,""blue"":50},""web"":""#704A32"",""name"":""Cape Palliser""},{""color"":{""red"":145,""green"":26,""blue"":40},""web"":""#911a28"",""name"":""Bright Red""}]}"
560,93,81,93020,"The Virgin with Child, Angels and Saints",1,http://pinacotecabrera.org/en/collezione-online/opere/the-virgin-with-child-angels-and-saints/,180,Public domain,"After the Napoleonic abolitions, the altarpiece came to Brera from the church of San Bernardino in Urbino, erected by Federico da Montefeltro to house his own grave. It is likely that Federico commissioned it after the birth of his heir, followed by the death of his wife Battista Sforza (1472), and that he wanted to underline the protection granted by the Virgin to his own dynastic authority through this work dense in symbols.","After the Napoleonic abolitions, the altarpiece came to Brera from the church of San Bernardino in Urbino, erected by Federico da Montefeltro to house his own grave.",1474,172,252,Tempera on panel,2500,4000,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":169,""green"":159,""blue"":135},""web"":""#A99F87"",""name"":""Napa""},{""color"":{""red"":86,""green"":85,""blue"":80},""web"":""#565550"",""name"":""Millbrook""},{""color"":{""red"":197,""green"":190,""blue"":170},""web"":""#C5BEAA"",""name"":""Cotton Seed""},{""color"":{""red"":97,""green"":82,""blue"":61},""web"":""#61523D"",""name"":""Judge Grey""},{""color"":{""red"":190,""green"":99,""blue"":85},""web"":""#be6355"",""name"":""Sunglo""},{""color"":{""red"":119,""green"":125,""blue"":144},""web"":""#777d90"",""name"":""Storm Grey""}]}"
561,135,81,135010,Pieta,2,http://pinacotecabrera.org/en/collezione-online/opere/pieta-giovanni-bellini/,228,Public domain,"The panel, dated to the years between 1465 and 1470, marks an evident emancipation of the artist from the influence of Andrea Mantegna, to whom he was linked not just by cultural affinities but also by close ties of kinship (they were brothers-in-law).","The panel, dated to the years between 1465 and 1470, marks an evident emancipation of the artist from the influence of Andrea Mantegna, to whom he was linked not just by cultural affinities but also by close ties of kinship.",1470,107,86,Tempera on panel,900,1200,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":2},""dominantColors"":[{""color"":{""red"":169,""green"":150,""blue"":130},""web"":""#A99682"",""name"":""Bronco""},{""color"":{""red"":27,""green"":22,""blue"":15},""web"":""#1B160F"",""name"":""Bokara Grey""},{""color"":{""red"":97,""green"":79,""blue"":62},""web"":""#614F3E"",""name"":""Rock""},{""color"":{""red"":153,""green"":150,""blue"":144},""web"":""#999690"",""name"":""Nomad""},{""color"":{""red"":137,""green"":118,""blue"":99},""web"":""#897663"",""name"":""Sand Dune""},{""color"":{""red"":64,""green"":73,""blue"":82},""web"":""#404952"",""name"":""Rhino""}]}"
562,135,81,135020,Madonna and Child,2,http://pinacotecabrera.org/en/collezione-online/opere/madonna-and-child/,298,Public domain,"The Madonna and Child, dated 1510, is the latest of the works by Bellini in Brera. When he painted it, Bellini was around eighty and one of the most prestigious figures of the Venetian Renaissance, a sort of charismatic patriarch who, at the end of his career, showed that he was able to take in and guide a new direction in style.","The space of the picture is dominated by the monumental figure of the Virgin seated on a throne, wrapped in loose drapery that dilates the volume of her body in line with 15th-century schemes for construction of the image.",1510,115,85,Oil on canvas,900,1100,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":2},""dominantColors"":[{""color"":{""red"":91,""green"":82,""blue"":62},""web"":""#5B523E"",""name"":""Mondo""},{""color"":{""red"":13,""green"":28,""blue"":50},""web"":""#0D1C32"",""name"":""Black Pearl""},{""color"":{""red"":70,""green"":119,""blue"":173},""web"":""#4677AD"",""name"":""Steel Blue""},{""color"":{""red"":55,""green"":53,""blue"":47},""web"":""#37352F"",""name"":""Graphite""},{""color"":{""red"":157,""green"":158,""blue"":153},""web"":""#9D9E99"",""name"":""Star Dust ""},{""color"":{""red"":155,""green"":130,""blue"":129},""web"":""#9b8281"",""name"":""Opium""}]}"
563,135,70,135030,Madonna and Child with St. John the Baptist,1,http://collection.imamuseum.org/artwork/41175/,2000.341,Public domain,,,1500,58,76,Oil on wood,700,900,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":2},""dominantColors"":[{""color"":{""red"":17,""green"":11,""blue"":13},""web"":""#110B0D"",""name"":""Rustic Red""},{""color"":{""red"":54,""green"":16,""blue"":8},""web"":""#361008"",""name"":""Seal Brown""},{""color"":{""red"":108,""green"":115,""blue"":142},""web"":""#6C738E"",""name"":""Storm Grey""},{""color"":{""red"":162,""green"":153,""blue"":156},""web"":""#A2999C"",""name"":""Shady Lady""},{""color"":{""red"":87,""green"":76,""blue"":110},""web"":""#574C6E"",""name"":""Mulled Wine""},{""color"":{""red"":110,""green"":32,""blue"":12},""web"":""#6E200C"",""name"":""Falu Red""}]}"
564,135,18,135040,Young Woman at Her Toilette,2,https://www.khm.at/de/object/274ad4786c/,97,Only for private use,"The nude figure is integrated into a system of horizontal and vertical features. She is sitting on a bench that has been covered with a precious carpet, and behind her is a dark-green surface on which a mirror has been hung. On the left a view of a Venetian landscape gives the painting depth. By using the same colours in the principal motif and landscape, Bellini connects the two spheres, and the basic mood of the painting is gentle and unified. In her right hand the young woman is holding another mirror, which is a symbol of vanitas on the one hand and an attribute of Venus Pudica on the other. Using the device of two mirrors, Bellini enables the observer to see two views of the woman's head from a single vantage point, a perspective possible only in painting.","The nude figure is integrated into a system of horizontal and vertical features. She is sitting on a bench that has been covered with a precious carpet, and behind her is a dark-green surface on which a mirror has been hung.",1515,78,63,Oil on canvas,700,900,https://www.google.com/culturalinstitute/beta/asset/young-woman-at-her-toilette/dQE6qBYljWU39A?hl=en,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":4},""dominantColors"":[{""color"":{""red"":33,""green"":46,""blue"":23},""web"":""#212E17"",""name"":""Pine Tree""},{""color"":{""red"":208,""green"":192,""blue"":153},""web"":""#D0C099"",""name"":""Double Spanish White""},{""color"":{""red"":131,""green"":112,""blue"":62},""web"":""#83703E"",""name"":""Go Ben""},{""color"":{""red"":75,""green"":97,""blue"":113},""web"":""#4B6171"",""name"":""Fiord""},{""color"":{""red"":178,""green"":126,""blue"":85},""web"":""#b27e55"",""name"":""Muddy Waters""},{""color"":{""red"":135,""green"":67,""blue"":38},""web"":""#874326"",""name"":""Fire""}]}"
565,131,81,131040,View of St. Mark's from the Punta della Dogana,2,http://pinacotecabrera.org/en/collezione-online/opere/view-of-st-marks-from-the-punta-della-dogana/,2236,Public domain,"The View of St. Mark's Basin came to Brera in 1828 with the View of the Grand Canal Looking toward the Punta della Dogana from Campo Sant'Ivo. They are subjects of which the artist was very fond, replicating them several times and varying the angle and breadth of the view: the two versions in Brera date from around 1740-45, i.e. the years immediately preceding Canaletto's journey to England.","The View of St. Mark's Basin came to Brera in 1828 with the View of the Grand Canal Looking toward the Punta della Dogana from Campo Sant'Ivo. They are subjects of which the artist was very fond, replicating them several times and varying the angle and breadth of the view: the two versions in Brera date from around 1740-45, i.e. the years immediately preceding Canaletto's journey to England.",1745,70,53,Oil on canvas,700,900,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":180,""green"":194,""blue"":206},""web"":""#b4c2ce"",""name"":""Spindle""},{""color"":{""red"":138,""green"":123,""blue"":98},""web"":""#8a7b62"",""name"":""Arrowtown""},{""color"":{""red"":68,""green"":64,""blue"":55},""web"":""#444037"",""name"":""Onion""},{""color"":{""red"":100,""green"":106,""blue"":99},""web"":""#646a63"",""name"":""Finlandia""},{""color"":{""red"":214,""green"":180,""blue"":128},""web"":""#d6b480"",""name"":""Calico""},{""color"":{""red"":237,""green"":238,""blue"":230},""web"":""#edeee6"",""name"":""Sugar Cane""}]}"
566,136,81,136010,The Kiss,1,http://pinacotecabrera.org/en/collezione-online/opere/the-kiss/,6335,Public domain,"It is one of the emblematic images of the Pinacoteca and perhaps the most widely reproduced Italian painting of the whole of the 19th century, created with the aim of symbolizing the love of the motherland and thirst for life on the part of the young nation that had emerged from the Second War of Independence and which now placed so many hopes in its new rulers. It proved an immediate and resounding success both for its patriotic values and for the medieval inspiration of the subject, typical of the Romantic taste of the time: Hayez painted other versions of it, now in various European collections.",It is one of the emblematic images of the Pinacoteca and perhaps the most widely reproduced Italian painting of the whole of the 19th century.,1859,88,112,Oil on canvas,800,1000,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":2},""dominantColors"":[{""color"":{""red"":150,""green"":155,""blue"":189},""web"":""#969BBD"",""name"":""Logan""},{""color"":{""red"":119,""green"":75,""blue"":58},""web"":""#774B3A"",""name"":""Cigar""},{""color"":{""red"":187,""green"":194,""blue"":223},""web"":""#BBC2DF"",""name"":""Periwinkle""},{""color"":{""red"":198,""green"":191,""blue"":186},""web"":""#C6BFBA"",""name"":""Pale Slate""},{""color"":{""red"":200,""green"":184,""blue"":163},""web"":""#C8B8A3"",""name"":""Grain Brown""},{""color"":{""red"":137,""green"":88,""blue"":64},""web"":""#895840"",""name"":""Rope""}]}"
567,136,81,136020,Melancholy,1,http://pinacotecabrera.org/en/collezione-online/opere/melancholy/,6331,Public domain,"The work, executed between 1840 and 1842, is full of erudite references to the Italian and European pictorial tradition: from reflections on the 16th-century painting of the Veneto exemplified by the treatment of the clothing, which echoes the textural effects of Savoldo and Titian, to the citation of Flemish still lifes.","The work, executed between 1840 and 1842, is full of erudite references to the Italian and European pictorial tradition.",1842,101,138,Oil on canvas,900,1100,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":123,""green"":119,""blue"":95},""web"":""#7B775F"",""name"":""Kokoda""},{""color"":{""red"":88,""green"":89,""blue"":81},""web"":""#585951"",""name"":""Chicago""},{""color"":{""red"":25,""green"":33,""blue"":44},""web"":""#19212c"",""name"":""Blue Charcoal""},{""color"":{""red"":198,""green"":190,""blue"":161},""web"":""#c6bea1"",""name"":""Sisal""},{""color"":{""red"":200,""green"":195,""blue"":167},""web"":""#C8C3A7"",""name"":""Kangaroo""},{""color"":{""red"":95,""green"":64,""blue"":66},""web"":""#5f4042"",""name"":""Emperor""}]}"
568,137,3,137010,Abbey among Oak Trees,2,http://www.smb-digital.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=968249&viewType=detailView,8/85,Public domain,Abbey among Oak Trees is the companion piece to Monk by the Sea. Friedrich showed both paintings in the Berlin Academy Exhibition of 1810. In their perplexing remoteness and formal radicalism they were to become key works in German Romanticism.,Abbey among Oak Trees is the companion piece to Monk by the Sea. Friedrich showed both paintings in the Berlin Academy Exhibition of 1810.,1810,171,110,Oil on canvas,700,900,https://www.google.com/culturalinstitute/beta/asset/abbey-among-oak-trees/UAEmmuxqtNUt-g,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":169,""green"":156,""blue"":128},""web"":""#A99C80"",""name"":""Napa""},{""color"":{""red"":137,""green"":122,""blue"":100},""web"":""#897A64"",""name"":""Sand Dune""},{""color"":{""red"":194,""green"":181,""blue"":141},""web"":""#C2B58D"",""name"":""Coriander""},{""color"":{""red"":98,""green"":83,""blue"":63},""web"":""#62533F"",""name"":""Judge Grey""},{""color"":{""red"":98,""green"":87,""blue"":79},""web"":""#62574F"",""name"":""Domino""},{""color"":{""red"":67,""green"":51,""blue"":32},""web"":""#433320"",""name"":""Clinker""}]}"
569,137,3,137020,Man and Women Contemplating the Moon,2,http://www.smb-digital.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=964081&viewType=detailView,II 887,Public domain,"During a nighttime walk through a mountain forest a pair remains on a hill next to a dramatically stirring, uprooted oak. Darkness surrounds the hikers, their eyes are directed to the orb of the moon, whose light solemnly quiet fills the atmosphere.","During a nighttime walk through a mountain forest a pair remains on a hill next to a dramatically stirring, uprooted oak. Darkness surrounds the hikers, their eyes are directed to the orb of the moon, whose light solemnly quiet fills the atmosphere.",1824,44,34,Oil on canvas,700,900,https://www.google.com/culturalinstitute/beta/asset/two-men-contemplating-the-moon/AQHW6lwY6LzX1Q,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":221,""green"":195,""blue"":211},""web"":""#DDC3D3"",""name"":""Twilight""},{""color"":{""red"":253,""green"":233,""blue"":203},""web"":""#FDE9CB"",""name"":""Blanched Almond""},{""color"":{""red"":62,""green"":48,""blue"":32},""web"":""#3E3020"",""name"":""Cola""},{""color"":{""red"":203,""green"":185,""blue"":212},""web"":""#CBB9D4"",""name"":""Prelude""},{""color"":{""red"":244,""green"":214,""blue"":221},""web"":""#F4D6DD"",""name"":""Cherub""},{""color"":{""red"":167,""green"":155,""blue"":159},""web"":""#A79B9F"",""name"":""Shady Lady""}]}"
570,137,3,137030,Moonrise over the Sea,2,http://www.smb-digital.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=959550&viewType=detailView,53,Public domain,"Like its companion piece, the evening picture of the diptych was painted in 1822. In Moonrise on the Seashore Friedrich took up one of his favorite themes. In the reflected light of the night sky, it is as though the surface of the water begins to glow all of its own accord, taking up the light of heaven, as it were.","Like its companion piece, the evening picture of the diptych was painted in 1822.",1822,71,55,Oil on canvas,700,900,https://www.google.com/culturalinstitute/beta/asset/moonrise-over-the-sea/mwFGGdzKbfGMkg,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":182,""green"":156,""blue"":134},""web"":""#B69C86"",""name"":""Pale Taupe""},{""color"":{""red"":220,""green"":173,""blue"":117},""web"":""#DCAD75"",""name"":""Manhattan""},{""color"":{""red"":45,""green"":40,""blue"":35},""web"":""#2D2823"",""name"":""Bokara Grey""},{""color"":{""red"":78,""green"":45,""blue"":18},""web"":""#4E2D12"",""name"":""Brown Bramble""},{""color"":{""red"":161,""green"":146,""blue"":144},""web"":""#A19290"",""name"":""Thatch""},{""color"":{""red"":132,""green"":124,""blue"":127},""web"":""#847C7F"",""name"":""Venus""}]}"
571,138,3,138010,The Isle of the Dead,2,http://www.smb-digital.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=967648&viewType=detailView,2/80,Public domain,"Arnold Bocklin spent the autumn of 1879 on Ischia. The Castello Alfonso, on a small island nearby, deeply impressed him during his stay. When the young, widowed Marie Berna visited Bocklin's studio in Florence in 1880 and asked for a 'picture to dream by,' the memory of that landscape must have merged with earlier memories of, for example, the islands of the dead like San Michele in Venice and Etruscan cliff-necropolises. The Isle of the Dead became one of Bocklin's most popular pictorial works. He achieved this by combining a limited number of ideas into an impressive atmospheric composition. The motifs - island, water, and castle or villa by the sea - are already familiar from many of his earlier works. However, in this case they have been concentrated into a statement of the artist's Weltanschauung. The location is sinister. The viewer's gaze is led up the steps but can penetrate no further into the darkness. The island's strict symmetry, the calm horizontals and verticals, the circular island surrounded by high cliff walls, and the magical lighting create an atmosphere that is both solemn and sublime, evoking a sense of stillness and other-worldliness. The ripple-less surface of the water and the boat bearing the coffin with a figure shrouded in white behind it add a melancholy tone to the whole.", The Isle of the Dead became one of Bocklin's most popular pictorial works. He achieved this by combining a limited number of ideas into an impressive atmospheric composition.,1883,150,80,Oil on canvas,700,900,https://www.google.com/culturalinstitute/beta/asset/the-isle-of-the-dead/0wFgMTIQ3kZCpg?hl=en,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":34,""green"":28,""blue"":30},""web"":""#221c1e"",""name"":""Aubergine""},{""color"":{""red"":163,""green"":151,""blue"":151},""web"":""#a39797"",""name"":""Nobel""},{""color"":{""red"":85,""green"":84,""blue"":101},""web"":""#555465"",""name"":""Smoky""},{""color"":{""red"":132,""green"":113,""blue"":95},""web"":""#84715f"",""name"":""Donkey Brown""},{""color"":{""red"":119,""green"":69,""blue"":38},""web"":""#774526"",""name"":""Bull Shot""},{""color"":{""red"":129,""green"":116,""blue"":110},""web"":""#81746E"",""name"":""Hurricane""}]}"
572,138,3,138020,The Deposition,2,http://www.smb-digital.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=963112&viewType=detailView,I 827,Public domain,,,1876,250,164,Oil on canvas,900,1100,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":36,""green"":36,""blue"":36},""web"":""#242424"",""name"":""Nero""},{""color"":{""red"":61,""green"":79,""blue"":93},""web"":""#3d4f5d"",""name"":""Cello""},{""color"":{""red"":115,""green"":83,""blue"":61},""web"":""#73533d"",""name"":""Old Copper""},{""color"":{""red"":88,""green"":77,""blue"":63},""web"":""#584d3f"",""name"":""Mondo""},{""color"":{""red"":135,""green"":125,""blue"":100},""web"":""#877d64"",""name"":""Olive Haze""},{""color"":{""red"":208,""green"":194,""blue"":182},""web"":""#d0c2b6"",""name"":""Stark White""}]}"
573,139,17,139010,The Lady of Shalott,2,http://www.tate.org.uk/art/artworks/waterhouse-the-lady-of-shalott-n01543,N01543,Creative Commons CC-BY-NC-ND (3.0 Unported),"Tennyson's poem, first published in 1832, tells of a woman who suffers under an undisclosed curse. She lives isolated in a tower on an island called Shalott, on a river which flows down from King Arthur's castle at Camelot. Not daring to look upon reality, she is allowed to see the outside world only through its reflection in a mirror. One day she glimpses the reflected image of the handsome knight Lancelot, and cannot resist looking at him directly. The mirror cracks from side to side, and she feels the curse come upon her. The punishment that follows results in her drifting in her boat downstream to Camelot singing her last song, but dying before she reaches there.","Tennyson's poem, first published in 1832, tells of a woman who suffers under an undisclosed curse. She lives isolated in a tower on an island called Shalott, on a river which flows down from King Arthur's castle at Camelot. ",1888,200,153,Oil on canvas,1300,1700,https://www.google.com/culturalinstitute/beta/asset/the-lady-of-shalott/RQHFwa4u2LTw0g?hl=en,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":170,""green"":155,""blue"":132},""web"":""#AA9B84"",""name"":""Bronco""},{""color"":{""red"":198,""green"":187,""blue"":166},""web"":""#C6BBA6"",""name"":""Sisal""},{""color"":{""red"":136,""green"":118,""blue"":93},""web"":""#88765D"",""name"":""Cement""},{""color"":{""red"":202,""green"":192,""blue"":182},""web"":""#CAC0B6"",""name"":""Stark White""},{""color"":{""red"":103,""green"":85,""blue"":63},""web"":""#67553F"",""name"":""Tobacco Brown""},{""color"":{""red"":126,""green"":54,""blue"":57},""web"":""#7e3639"",""name"":""Stiletto""}]}"
574,139,17,139020,Consulting the Oracle,2,http://www.tate.org.uk/art/artworks/waterhouse-consulting-the-oracle-n01541,N01541,Creative Commons CC-BY-NC-ND (3.0 Unported),"Miracles, magic and the power of prophecy are common themes in Waterhouse's art. In this picture he shows a group of seven young girls, sitting in a semicircle round a lamplit shrine, waiting in excitement while the priestess interprets the words of the Oracle.","In this picture a group of seven young girls, sitting in a semicircle round a lamplit shrine, waiting in excitement while the priestess interprets the words of the Oracle.",1884,198,119,Oil on canvas,1100,1300,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":195,""green"":180,""blue"":145},""web"":""#c3b491"",""name"":""Akora""},{""color"":{""red"":102,""green"":85,""blue"":61},""web"":""#66553D"",""name"":""Tobacco Brown""},{""color"":{""red"":137,""green"":80,""blue"":49},""web"":""#895031"",""name"":""Paarl""},{""color"":{""red"":152,""green"":140,""blue"":117},""web"":""#988c75"",""name"":""Pale Oyster""},{""color"":{""red"":184,""green"":154,""blue"":97},""web"":""#b89a61"",""name"":""Barley Corn""},{""color"":{""red"":89,""green"":80,""blue"":72},""web"":""#595048"",""name"":""Rock""}]}"
575,139,17,139030,Saint Eulalia,1,http://www.tate.org.uk/art/artworks/waterhouse-saint-eulalia-n01542,N01542,Creative Commons CC-BY-NC-ND (3.0 Unported),"Waterhouse exhibited this picture at the Royal Academy in 1885 with the following note: 'Prudentius says that the body of St. Eulalia was shrouded ""by the miraculous fall of snow when lying in the forum after her martyrdom.""'","Waterhouse exhibited this picture at the Royal Academy in 1885 with the following note: 'Prudentius says that the body of St. Eulalia was shrouded ""by the miraculous fall of snow when lying in the forum after her martyrdom.""'",1885,117,189,Oil on canvas,1200,1350,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":2},""dominantColors"":[{""color"":{""red"":134,""green"":114,""blue"":89},""web"":""#867259"",""name"":""Cement""},{""color"":{""red"":226,""green"":222,""blue"":211},""web"":""#E2DED3"",""name"":""Sea Fog""},{""color"":{""red"":169,""green"":151,""blue"":124},""web"":""#A9977C"",""name"":""Bronco""},{""color"":{""red"":105,""green"":85,""blue"":61},""web"":""#69553D"",""name"":""Tobacco Brown""},{""color"":{""red"":205,""green"":191,""blue"":168},""web"":""#CDBFA8"",""name"":""Soft Amber""},{""color"":{""red"":110,""green"":78,""blue"":54},""web"":""#6E4E36"",""name"":""Old Copper""}]}"
576,107,7,107030,Madame Bergeret,1,http://www.nga.gov/content/ngaweb/Collection/art-object-page.32681.html,1946.7.3,Open Access,"In the 1740s Boucher was establishing himself as a mature painter in Parisian art circles. In this portrait he defines the chic of that decade: Madame Bergeret is placed in a garden setting, dressed in a creamy silk gown, tight in the bodice with\r\npuffed sleeves highlighted with blue ribbons. Her face glows with youth and beauty depicted in translucent whites. The most important motif, and the charm of the composition, is the profusion of roses -- emerging from a bronze vase, decorating her sleeves and hair, and arranged across the bench and on the foreground plane. Sacred to Venus, the rose was a symbol well suited for a portrait of Bergeret's beloved wife.","In this portrait he defines the chic of that decade: Madame Bergeret is placed in a garden setting, dressed in a creamy silk gown, tight in the bodice with\r\npuffed sleeves highlighted with blue ribbons.",1766,105,143,Oil on canvas,900,1200,https://www.google.com/culturalinstitute/beta/asset/madame-bergeret/TwFs06EqPBEgug,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":159,""green"":158,""blue"":131},""web"":""#9F9E83"",""name"":""Lemon Grass""},{""color"":{""red"":87,""green"":121,""blue"":110},""web"":""#57796E"",""name"":""Cutty Shark""},{""color"":{""red"":126,""green"":124,""blue"":93},""web"":""#7E7C5D"",""name"":""Kokoda""},{""color"":{""red"":227,""green"":228,""blue"":206},""web"":""#E3E4CE"",""name"":""Frost""},{""color"":{""red"":58,""green"":95,""blue"":85},""web"":""#3A5F55"",""name"":""Spectra""},{""color"":{""red"":217,""green"":216,""blue"":200},""web"":""#d9d8c8"",""name"":""Loafer""}]}"
577,107,7,107040,The Bath of Venus,1,http://www.nga.gov/content/ngaweb/Collection/art-object-page.12200.html,1943.7.2,Open Access,"In The Bath of Venus, the mythological goddess has lost any allusions to classical history painting and is offered up to the viewer as an object of physical beauty. Venus, located in a lush garden setting, coyly attempts to restrain a pouting Cupid as two putti point to the scene in mocking disapproval. Boucher's success in communicating the charm and sensuality of the nude lies in his mastery of color and fluid brushstrokes. Venus is rendered in porcelain tones, delicately accented in pink, her body highlighted against luscious blue velvet and silk. The two white doves at her feet contrast a thick impasto surface with the transparent water and cool greens and blues of the foliage. The painting exemplifies the rococo love of asymmetric lines and sinuous curves, artfully arranged to seduce both the eye and the mind of the beholder.","In The Bath of Venus, the mythological goddess has lost any allusions to classical history painting and is offered up to the viewer as an object of physical beauty.",1751,84,107,Oil on canvas,700,900,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":4},""dominantColors"":[{""color"":{""red"":40,""green"":57,""blue"":28},""web"":""#28391C"",""name"":""Black Forest""},{""color"":{""red"":30,""green"":30,""blue"":9},""web"":""#1E1E09"",""name"":""Maire""},{""color"":{""red"":49,""green"":127,""blue"":140},""web"":""#317F8C"",""name"":""Atoll""},{""color"":{""red"":204,""green"":192,""blue"":168},""web"":""#CCC0A8"",""name"":""Soft Amber""},{""color"":{""red"":64,""green"":87,""blue"":54},""web"":""#405736"",""name"":""Green House""},{""color"":{""red"":100,""green"":164,""blue"":177},""web"":""#64A4B1"",""name"":""Fountain Blue""}]}"
